r_A,Phi_water_to_ion_kcal_mol_per_e,n_frames,coord_scale,ion_index,n_atoms,n_water_atoms,n_water_oxygens
0.000000,0.000000000000,100000,1.0,0,3355,3354,1118
0.100000,0.000000000000,100000,1.0,0,3355,3354,1118
0.200000,0.000000000000,100000,1.0,0,3355,3354,1118
0.300000,0.000000000000,100000,1.0,0,3355,3354,1118
0.400000,0.000000000000,100000,1.0,0,3355,3354,1118
0.500000,0.000000000000,100000,1.0,0,3355,3354,1118
0.600000,0.000000000000,100000,1.0,0,3355,3354,1118
0.700000,0.000000000000,100000,1.0,0,3355,3354,1118
0.800000,0.000000000000,100000,1.0,0,3355,3354,1118
0.900000,0.000000000000,100000,1.0,0,3355,3354,1118
1.000000,0.000000000000,100000,1.0,0,3355,3354,1118
1.100000,0.000000000000,100000,1.0,0,3355,3354,1118
1.200000,0.000000000000,100000,1.0,0,3355,3354,1118
1.300000,0.000000000000,100000,1.0,0,3355,3354,1118
1.400000,0.000000000000,100000,1.0,0,3355,3354,1118
1.500000,0.000000000000,100000,1.0,0,3355,3354,1118
1.600000,0.000000000000,100000,1.0,0,3355,3354,1118
1.700000,0.000000000000,100000,1.0,0,3355,3354,1118
1.800000,0.000000000000,100000,1.0,0,3355,3354,1118
1.900000,0.000000000000,100000,1.0,0,3355,3354,1118
2.000000,0.000000000000,100000,1.0,0,3355,3354,1118
2.100000,0.000664407879,100000,1.0,0,3355,3354,1118
2.200000,0.035172193594,100000,1.0,0,3355,3354,1118
2.300000,0.239199689297,100000,1.0,0,3355,3354,1118
2.400000,1.173333042664,100000,1.0,0,3355,3354,1118
2.500000,4.183976735689,100000,1.0,0,3355,3354,1118
2.600000,8.580391616003,100000,1.0,0,3355,3354,1118
2.700000,2.258485976471,100000,1.0,0,3355,3354,1118
2.800000,-26.462326433866,100000,1.0,0,3355,3354,1118
2.900000,-70.520582301805,100000,1.0,0,3355,3354,1118
3.000000,-112.926552350534,100000,1.0,0,3355,3354,1118
3.100000,-142.282710434395,100000,1.0,0,3355,3354,1118
3.200000,-156.779819381205,100000,1.0,0,3355,3354,1118
3.300000,-159.220568351110,100000,1.0,0,3355,3354,1118
3.400000,-151.998692815904,100000,1.0,0,3355,3354,1118
3.500000,-138.760398762974,100000,1.0,0,3355,3354,1118
3.600000,-122.362608954779,100000,1.0,0,3355,3354,1118
3.700000,-104.674983325253,100000,1.0,0,3355,3354,1118
3.800000,-88.485713560844,100000,1.0,0,3355,3354,1118
3.900000,-74.972793802607,100000,1.0,0,3355,3354,1118
4.000000,-64.840674697163,100000,1.0,0,3355,3354,1118
4.100000,-58.422098924057,100000,1.0,0,3355,3354,1118
4.200000,-54.943222453533,100000,1.0,0,3355,3354,1118
4.300000,-53.594626833310,100000,1.0,0,3355,3354,1118
4.400000,-53.810089156158,100000,1.0,0,3355,3354,1118
4.500000,-55.247040196573,100000,1.0,0,3355,3354,1118
4.600000,-57.245371672791,100000,1.0,0,3355,3354,1118
4.700000,-59.325871029467,100000,1.0,0,3355,3354,1118
4.800000,-61.562204957661,100000,1.0,0,3355,3354,1118
4.900000,-63.585020153023,100000,1.0,0,3355,3354,1118
5.000000,-65.112283332319,100000,1.0,0,3355,3354,1118
5.100000,-66.418959180036,100000,1.0,0,3355,3354,1118
5.200000,-67.200114906977,100000,1.0,0,3355,3354,1118
5.300000,-67.865583662897,100000,1.0,0,3355,3354,1118
5.400000,-68.999957434453,100000,1.0,0,3355,3354,1118
5.500000,-70.034715169752,100000,1.0,0,3355,3354,1118
5.600000,-71.248972780295,100000,1.0,0,3355,3354,1118
5.700000,-72.828011565813,100000,1.0,0,3355,3354,1118
5.800000,-73.490892996951,100000,1.0,0,3355,3354,1118
5.900000,-74.291605654886,100000,1.0,0,3355,3354,1118
6.000000,-74.234202542710,100000,1.0,0,3355,3354,1118
6.100000,-73.495011996307,100000,1.0,0,3355,3354,1118
6.200000,-73.103634996599,100000,1.0,0,3355,3354,1118
6.300000,-72.465283207706,100000,1.0,0,3355,3354,1118
6.400000,-72.003852644131,100000,1.0,0,3355,3354,1118
6.500000,-71.957211653979,100000,1.0,0,3355,3354,1118
6.600000,-72.143130889508,100000,1.0,0,3355,3354,1118
6.700000,-72.324076956494,100000,1.0,0,3355,3354,1118
6.800000,-72.601202008053,100000,1.0,0,3355,3354,1118
6.900000,-73.280958530091,100000,1.0,0,3355,3354,1118
7.000000,-73.872365408833,100000,1.0,0,3355,3354,1118
7.100000,-74.589665532665,100000,1.0,0,3355,3354,1118
7.200000,-75.111241806856,100000,1.0,0,3355,3354,1118
7.300000,-75.537485534926,100000,1.0,0,3355,3354,1118
7.400000,-75.912239665285,100000,1.0,0,3355,3354,1118
7.500000,-75.637486884827,100000,1.0,0,3355,3354,1118
7.600000,-74.940351793922,100000,1.0,0,3355,3354,1118
7.700000,-74.063493475218,100000,1.0,0,3355,3354,1118
7.800000,-73.246129824128,100000,1.0,0,3355,3354,1118
7.900000,-72.256175850320,100000,1.0,0,3355,3354,1118
8.000000,-71.261400311511,100000,1.0,0,3355,3354,1118
8.100000,-70.262890793447,100000,1.0,0,3355,3354,1118
8.200000,-69.143960843047,100000,1.0,0,3355,3354,1118
8.300000,-68.571115828535,100000,1.0,0,3355,3354,1118
8.400000,-68.333128336647,100000,1.0,0,3355,3354,1118
8.500000,-68.392877125096,100000,1.0,0,3355,3354,1118
8.600000,-68.654724007147,100000,1.0,0,3355,3354,1118
8.700000,-69.113833662274,100000,1.0,0,3355,3354,1118
8.800000,-69.317134448836,100000,1.0,0,3355,3354,1118
8.900000,-69.508262557771,100000,1.0,0,3355,3354,1118
9.000000,-69.810283150396,100000,1.0,0,3355,3354,1118
9.100000,-70.603378031600,100000,1.0,0,3355,3354,1118
9.200000,-71.155203483585,100000,1.0,0,3355,3354,1118
9.300000,-71.547219112958,100000,1.0,0,3355,3354,1118
9.400000,-72.308609828172,100000,1.0,0,3355,3354,1118
9.500000,-72.820608991269,100000,1.0,0,3355,3354,1118
9.600000,-72.875719871193,100000,1.0,0,3355,3354,1118
9.700000,-73.176241012136,100000,1.0,0,3355,3354,1118
9.800000,-73.569864857308,100000,1.0,0,3355,3354,1118
9.900000,-74.151636657650,100000,1.0,0,3355,3354,1118
10.000000,-74.506646993198,100000,1.0,0,3355,3354,1118
10.100000,-74.301340726571,100000,1.0,0,3355,3354,1118
10.200000,-74.084088371725,100000,1.0,0,3355,3354,1118
10.300000,-74.062519472621,100000,1.0,0,3355,3354,1118
10.400000,-73.820827455719,100000,1.0,0,3355,3354,1118
10.500000,-73.524436638706,100000,1.0,0,3355,3354,1118
