r_A,Phi_water_to_ion_kcal_mol_per_e,n_frames,coord_scale,ion_index,n_atoms,n_water_atoms,n_water_oxygens
0.000000,0.000000000000,100000,1.0,0,3355,3354,1118
0.100000,0.000000000000,100000,1.0,0,3355,3354,1118
0.200000,0.000000000000,100000,1.0,0,3355,3354,1118
0.300000,0.000000000000,100000,1.0,0,3355,3354,1118
0.400000,0.000000000000,100000,1.0,0,3355,3354,1118
0.500000,0.000000000000,100000,1.0,0,3355,3354,1118
0.600000,0.000000000000,100000,1.0,0,3355,3354,1118
0.700000,0.000000000000,100000,1.0,0,3355,3354,1118
0.800000,0.000000000000,100000,1.0,0,3355,3354,1118
0.900000,0.000000000000,100000,1.0,0,3355,3354,1118
1.000000,0.000000000000,100000,1.0,0,3355,3354,1118
1.100000,0.000000000000,100000,1.0,0,3355,3354,1118
1.200000,0.000000000000,100000,1.0,0,3355,3354,1118
1.300000,0.000000000000,100000,1.0,0,3355,3354,1118
1.400000,0.000000000000,100000,1.0,0,3355,3354,1118
1.500000,0.000000000000,100000,1.0,0,3355,3354,1118
1.600000,0.000000000000,100000,1.0,0,3355,3354,1118
1.700000,0.000000000000,100000,1.0,0,3355,3354,1118
1.800000,0.000000000000,100000,1.0,0,3355,3354,1118
1.900000,0.000000000000,100000,1.0,0,3355,3354,1118
2.000000,0.000000000000,100000,1.0,0,3355,3354,1118
2.100000,0.000000000000,100000,1.0,0,3355,3354,1118
2.200000,0.002570542757,100000,1.0,0,3355,3354,1118
2.300000,0.062356794388,100000,1.0,0,3355,3354,1118
2.400000,0.415550497683,100000,1.0,0,3355,3354,1118
2.500000,0.454548099069,100000,1.0,0,3355,3354,1118
2.600000,-18.311482970020,100000,1.0,0,3355,3354,1118
2.700000,-89.225789016010,100000,1.0,0,3355,3354,1118
2.800000,-191.875001987288,100000,1.0,0,3355,3354,1118
2.900000,-277.603892231328,100000,1.0,0,3355,3354,1118
3.000000,-324.762045112456,100000,1.0,0,3355,3354,1118
3.100000,-335.337755166462,100000,1.0,0,3355,3354,1118
3.200000,-317.139747205700,100000,1.0,0,3355,3354,1118
3.300000,-279.617658347678,100000,1.0,0,3355,3354,1118
3.400000,-232.199821937187,100000,1.0,0,3355,3354,1118
3.500000,-183.623746819167,100000,1.0,0,3355,3354,1118
3.600000,-139.491196621528,100000,1.0,0,3355,3354,1118
3.700000,-104.812777638488,100000,1.0,0,3355,3354,1118
3.800000,-80.026786999175,100000,1.0,0,3355,3354,1118
3.900000,-63.952455090275,100000,1.0,0,3355,3354,1118
4.000000,-56.131501172061,100000,1.0,0,3355,3354,1118
4.100000,-53.535981765744,100000,1.0,0,3355,3354,1118
4.200000,-56.544017301371,100000,1.0,0,3355,3354,1118
4.300000,-62.607854062331,100000,1.0,0,3355,3354,1118
4.400000,-71.372789744314,100000,1.0,0,3355,3354,1118
4.500000,-82.584725645632,100000,1.0,0,3355,3354,1118
4.600000,-95.034514123008,100000,1.0,0,3355,3354,1118
4.700000,-108.004376849016,100000,1.0,0,3355,3354,1118
4.800000,-120.483269016072,100000,1.0,0,3355,3354,1118
4.900000,-132.407022791511,100000,1.0,0,3355,3354,1118
5.000000,-142.374904208692,100000,1.0,0,3355,3354,1118
5.100000,-150.362910420427,100000,1.0,0,3355,3354,1118
5.200000,-155.921353358570,100000,1.0,0,3355,3354,1118
5.300000,-159.475541771774,100000,1.0,0,3355,3354,1118
5.400000,-160.329696669788,100000,1.0,0,3355,3354,1118
5.500000,-158.484799304119,100000,1.0,0,3355,3354,1118
5.600000,-154.522732894599,100000,1.0,0,3355,3354,1118
5.700000,-148.346532954413,100000,1.0,0,3355,3354,1118
5.800000,-140.599452515336,100000,1.0,0,3355,3354,1118
5.900000,-132.839868010868,100000,1.0,0,3355,3354,1118
6.000000,-124.801342791989,100000,1.0,0,3355,3354,1118
6.100000,-118.526985824385,100000,1.0,0,3355,3354,1118
6.200000,-113.886050513929,100000,1.0,0,3355,3354,1118
6.300000,-111.144375804738,100000,1.0,0,3355,3354,1118
6.400000,-109.745563766036,100000,1.0,0,3355,3354,1118
6.500000,-110.118293302655,100000,1.0,0,3355,3354,1118
6.600000,-112.130931565962,100000,1.0,0,3355,3354,1118
6.700000,-114.625928727442,100000,1.0,0,3355,3354,1118
6.800000,-118.116566993794,100000,1.0,0,3355,3354,1118
6.900000,-121.376952035635,100000,1.0,0,3355,3354,1118
7.000000,-124.647489634437,100000,1.0,0,3355,3354,1118
7.100000,-127.925503056430,100000,1.0,0,3355,3354,1118
7.200000,-130.602939588764,100000,1.0,0,3355,3354,1118
7.300000,-132.778370197780,100000,1.0,0,3355,3354,1118
7.400000,-134.182246922124,100000,1.0,0,3355,3354,1118
7.500000,-134.805237675741,100000,1.0,0,3355,3354,1118
7.600000,-134.483502937777,100000,1.0,0,3355,3354,1118
7.700000,-134.132443078924,100000,1.0,0,3355,3354,1118
7.800000,-132.604452373072,100000,1.0,0,3355,3354,1118
7.900000,-130.762936925553,100000,1.0,0,3355,3354,1118
8.000000,-129.037128093603,100000,1.0,0,3355,3354,1118
8.100000,-127.101287931365,100000,1.0,0,3355,3354,1118
8.200000,-125.224525544934,100000,1.0,0,3355,3354,1118
8.300000,-123.663966084371,100000,1.0,0,3355,3354,1118
8.400000,-122.732996922228,100000,1.0,0,3355,3354,1118
8.500000,-122.070463199945,100000,1.0,0,3355,3354,1118
8.600000,-121.542422831293,100000,1.0,0,3355,3354,1118
8.700000,-121.764641753169,100000,1.0,0,3355,3354,1118
8.800000,-122.348920804138,100000,1.0,0,3355,3354,1118
8.900000,-123.404718059218,100000,1.0,0,3355,3354,1118
9.000000,-124.329647731017,100000,1.0,0,3355,3354,1118
9.100000,-125.305099592100,100000,1.0,0,3355,3354,1118
9.200000,-126.344202103304,100000,1.0,0,3355,3354,1118
9.300000,-127.326936324134,100000,1.0,0,3355,3354,1118
9.400000,-128.406496410630,100000,1.0,0,3355,3354,1118
9.500000,-129.035016706216,100000,1.0,0,3355,3354,1118
9.600000,-129.385635826692,100000,1.0,0,3355,3354,1118
9.700000,-129.316081051219,100000,1.0,0,3355,3354,1118
9.800000,-129.721906519410,100000,1.0,0,3355,3354,1118
9.900000,-129.688097132649,100000,1.0,0,3355,3354,1118
10.000000,-129.493030944130,100000,1.0,0,3355,3354,1118
10.100000,-129.006917572136,100000,1.0,0,3355,3354,1118
10.200000,-128.819888807348,100000,1.0,0,3355,3354,1118
10.300000,-128.124829591699,100000,1.0,0,3355,3354,1118
10.400000,-127.546584507650,100000,1.0,0,3355,3354,1118
10.500000,-126.477383011688,100000,1.0,0,3355,3354,1118
