r_A,Phi_water_to_ion_kcal_mol_per_e,n_frames,coord_scale,ion_index,n_atoms,n_water_atoms,n_water_oxygens
0.000000,0.000000000000,100000,1.0,0,3355,3354,1118
0.100000,0.000000000000,100000,1.0,0,3355,3354,1118
0.200000,0.000000000000,100000,1.0,0,3355,3354,1118
0.300000,0.000000000000,100000,1.0,0,3355,3354,1118
0.400000,0.000000000000,100000,1.0,0,3355,3354,1118
0.500000,0.000000000000,100000,1.0,0,3355,3354,1118
0.600000,0.000000000000,100000,1.0,0,3355,3354,1118
0.700000,0.000000000000,100000,1.0,0,3355,3354,1118
0.800000,0.000000000000,100000,1.0,0,3355,3354,1118
0.900000,0.000000000000,100000,1.0,0,3355,3354,1118
1.000000,0.000000000000,100000,1.0,0,3355,3354,1118
1.100000,0.000000000000,100000,1.0,0,3355,3354,1118
1.200000,0.000000000000,100000,1.0,0,3355,3354,1118
1.300000,0.000000000000,100000,1.0,0,3355,3354,1118
1.400000,0.000000000000,100000,1.0,0,3355,3354,1118
1.500000,0.000000000000,100000,1.0,0,3355,3354,1118
1.600000,0.000000000000,100000,1.0,0,3355,3354,1118
1.700000,0.000000000000,100000,1.0,0,3355,3354,1118
1.800000,0.000000000000,100000,1.0,0,3355,3354,1118
1.900000,0.000000000000,100000,1.0,0,3355,3354,1118
2.000000,0.000000000000,100000,1.0,0,3355,3354,1118
2.100000,0.029475949619,100000,1.0,0,3355,3354,1118
2.200000,0.172412335653,100000,1.0,0,3355,3354,1118
2.300000,0.708003682911,100000,1.0,0,3355,3354,1118
2.400000,2.519363493817,100000,1.0,0,3355,3354,1118
2.500000,7.206377182562,100000,1.0,0,3355,3354,1118
2.600000,16.156881621080,100000,1.0,0,3355,3354,1118
2.700000,26.426342163993,100000,1.0,0,3355,3354,1118
2.800000,27.735253379665,100000,1.0,0,3355,3354,1118
2.900000,15.177363843952,100000,1.0,0,3355,3354,1118
3.000000,-7.303236805275,100000,1.0,0,3355,3354,1118
3.100000,-32.220195136700,100000,1.0,0,3355,3354,1118
3.200000,-53.766334184447,100000,1.0,0,3355,3354,1118
3.300000,-69.896316688802,100000,1.0,0,3355,3354,1118
3.400000,-79.908505616428,100000,1.0,0,3355,3354,1118
3.500000,-85.741111795492,100000,1.0,0,3355,3354,1118
3.600000,-86.276985323784,100000,1.0,0,3355,3354,1118
3.700000,-83.809270122902,100000,1.0,0,3355,3354,1118
3.800000,-78.412813542064,100000,1.0,0,3355,3354,1118
3.900000,-71.740280958570,100000,1.0,0,3355,3354,1118
4.000000,-64.536647604743,100000,1.0,0,3355,3354,1118
4.100000,-58.188287991230,100000,1.0,0,3355,3354,1118
4.200000,-52.594433341877,100000,1.0,0,3355,3354,1118
4.300000,-48.349567291356,100000,1.0,0,3355,3354,1118
4.400000,-44.716631768350,100000,1.0,0,3355,3354,1118
4.500000,-41.778760448508,100000,1.0,0,3355,3354,1118
4.600000,-38.840615701068,100000,1.0,0,3355,3354,1118
4.700000,-36.140142217802,100000,1.0,0,3355,3354,1118
4.800000,-33.313942321957,100000,1.0,0,3355,3354,1118
4.900000,-30.074925129339,100000,1.0,0,3355,3354,1118
5.000000,-27.068002837644,100000,1.0,0,3355,3354,1118
5.100000,-24.097032184429,100000,1.0,0,3355,3354,1118
5.200000,-21.713892445589,100000,1.0,0,3355,3354,1118
5.300000,-19.589918972171,100000,1.0,0,3355,3354,1118
5.400000,-18.778946637385,100000,1.0,0,3355,3354,1118
5.500000,-19.768946243134,100000,1.0,0,3355,3354,1118
5.600000,-22.046434427636,100000,1.0,0,3355,3354,1118
5.700000,-25.381236642187,100000,1.0,0,3355,3354,1118
5.800000,-29.260982850871,100000,1.0,0,3355,3354,1118
5.900000,-33.246098956136,100000,1.0,0,3355,3354,1118
6.000000,-37.050091442693,100000,1.0,0,3355,3354,1118
6.100000,-39.869735670568,100000,1.0,0,3355,3354,1118
6.200000,-42.531968714488,100000,1.0,0,3355,3354,1118
6.300000,-43.977754739157,100000,1.0,0,3355,3354,1118
6.400000,-45.120318218273,100000,1.0,0,3355,3354,1118
6.500000,-45.225485464124,100000,1.0,0,3355,3354,1118
6.600000,-45.541185191513,100000,1.0,0,3355,3354,1118
6.700000,-45.411226609359,100000,1.0,0,3355,3354,1118
6.800000,-45.228015451621,100000,1.0,0,3355,3354,1118
6.900000,-44.974050102413,100000,1.0,0,3355,3354,1118
7.000000,-44.848656980503,100000,1.0,0,3355,3354,1118
7.100000,-44.413175999055,100000,1.0,0,3355,3354,1118
7.200000,-43.866279190441,100000,1.0,0,3355,3354,1118
7.300000,-43.037572048259,100000,1.0,0,3355,3354,1118
7.400000,-42.000184468474,100000,1.0,0,3355,3354,1118
7.500000,-40.841169969816,100000,1.0,0,3355,3354,1118
7.600000,-39.524189568959,100000,1.0,0,3355,3354,1118
7.700000,-38.412866927004,100000,1.0,0,3355,3354,1118
7.800000,-37.505303993794,100000,1.0,0,3355,3354,1118
7.900000,-36.810428592334,100000,1.0,0,3355,3354,1118
8.000000,-36.358511352597,100000,1.0,0,3355,3354,1118
8.100000,-35.650673013859,100000,1.0,0,3355,3354,1118
8.200000,-35.050313942487,100000,1.0,0,3355,3354,1118
8.300000,-34.705819340486,100000,1.0,0,3355,3354,1118
8.400000,-34.496611094788,100000,1.0,0,3355,3354,1118
8.500000,-34.642865111897,100000,1.0,0,3355,3354,1118
8.600000,-34.794143818126,100000,1.0,0,3355,3354,1118
8.700000,-35.373790075825,100000,1.0,0,3355,3354,1118
8.800000,-35.703098924288,100000,1.0,0,3355,3354,1118
8.900000,-36.389705282267,100000,1.0,0,3355,3354,1118
9.000000,-36.521980468048,100000,1.0,0,3355,3354,1118
9.100000,-37.399525883538,100000,1.0,0,3355,3354,1118
9.200000,-37.554528272122,100000,1.0,0,3355,3354,1118
9.300000,-38.405679267673,100000,1.0,0,3355,3354,1118
9.400000,-38.968364284871,100000,1.0,0,3355,3354,1118
9.500000,-39.203295095406,100000,1.0,0,3355,3354,1118
9.600000,-39.971320588605,100000,1.0,0,3355,3354,1118
9.700000,-40.465287798914,100000,1.0,0,3355,3354,1118
9.800000,-40.677147790085,100000,1.0,0,3355,3354,1118
9.900000,-41.018417903854,100000,1.0,0,3355,3354,1118
10.000000,-41.188810903301,100000,1.0,0,3355,3354,1118
10.100000,-41.287776961245,100000,1.0,0,3355,3354,1118
10.200000,-40.585964652589,100000,1.0,0,3355,3354,1118
10.300000,-40.510111407192,100000,1.0,0,3355,3354,1118
10.400000,-39.825626995970,100000,1.0,0,3355,3354,1118
10.500000,-39.348867331296,100000,1.0,0,3355,3354,1118
