K,Div,0.2,0.4,0.6,0.8,1,,CL,Div,-0.2,-0.4,-0.6,-0.8,-1,,Mg,Div,0.4,0.8,1.2,1.6,2
,8.7,-31.50,-62.72,-97.35,-133.90,-171.53,,,8.7,28.30,63.36,100.82,142.20,183.49,,,8.7,-94.76,-193.52,-285.15,-357.30,-416.01
,8.8,-32.08,-63.02,-97.79,-134.61,-171.64,,,8.8,28.20,63.21,101.34,143.28,183.25,,,8.8,-95.88,-194.73,-287.01,-359.06,-418.79
,8.9,-31.94,-62.99,-97.78,-135.08,-171.88,,,8.9,28.69,63.96,102.34,144.30,183.72,,,8.9,-96.57,-195.30,-288.53,-359.19,-419.98
,9,-31.97,-63.65,-98.70,-135.77,-172.16,,,9,28.06,63.60,102.39,143.89,183.21,,,9,-96.25,-195.24,-288.70,-359.14,-419.84
,9.1,-32.24,-63.71,-99.09,-136.33,-172.46,,,9.1,28.79,64.40,103.45,144.47,183.45,,,9.1,-96.23,-195.15,-288.36,-358.72,-419.03
,9.2,-32.16,-63.97,-99.54,-136.76,-173.20,,,9.2,29.40,65.28,104.47,145.00,183.88,,,9.2,-96.63,-195.47,-288.13,-358.30,-418.24
,9.3,-32.22,-64.21,-99.85,-137.39,-174.53,,,9.3,29.77,66.37,105.03,145.07,183.44,,,9.3,-95.95,-195.08,-287.21,-357.24,-416.66
,9.4,-31.57,-64.65,-100.31,-137.70,-174.83,,,9.4,30.55,66.80,106.27,145.32,183.84,,,9.4,-96.08,-194.63,-286.30,-356.58,-414.89
,9.5,-31.67,-64.88,-100.07,-137.77,-174.68,,,9.5,31.12,66.85,106.06,145.25,183.56,,,9.5,-95.53,-194.12,-284.96,-355.29,-412.87
,9.6,-32.24,-65.56,-100.34,-137.98,-175.12,,,9.6,30.90,66.28,105.61,144.82,183.16,,,9.6,-95.60,-194.07,-284.28,-354.33,-411.34
,9.7,-31.96,-65.48,-100.43,-137.33,-175.11,,,9.7,30.93,66.11,105.31,144.53,183.25,,,9.7,-94.59,-193.23,-283.04,-352.65,-409.36
,9.8,-32.63,-66.32,-100.68,-137.80,-175.52,,,9.8,31.42,66.32,105.19,144.67,183.63,,,9.8,-94.92,-193.07,-282.57,-352.02,-408.26
,9.9,-32.67,-66.10,-100.28,-137.42,-174.89,,,9.9,31.16,66.15,105.12,144.85,183.80,,,9.9,-94.21,-192.85,-282.35,-350.90,-406.94
,10,-32.78,-66.15,-99.98,-137.02,-174.62,,,10,30.88,65.60,105.12,145.23,183.88,,,10,-94.49,-192.94,-282.87,-350.71,-406.49
,10.1,-32.70,-66.12,-99.76,-136.58,-174.17,,,10.1,30.14,64.87,104.30,145.37,183.82,,,10.1,-94.67,-192.22,-282.44,-350.28,-406.25
,10.2,-32.34,-65.45,-99.64,-136.32,-173.66,,,10.2,30.34,64.33,104.11,145.82,184.39,,,10.2,-94.71,-192.04,-282.43,-350.57,-406.41
,10.3,-32.74,-65.45,-99.62,-135.96,-173.27,,,10.3,29.87,64.09,104.22,145.98,185.27,,,10.3,-95.11,-192.71,-282.57,-351.07,-406.83
,10.4,-32.74,-65.66,-99.07,-135.70,-172.63,,,10.4,29.65,64.35,104.73,146.38,186.20,,,10.4,-95.18,-192.93,-282.70,-351.40,-407.74
,10.5,-32.70,-65.17,-98.83,-134.70,-172.34,,,10.5,29.77,64.48,105.14,146.78,186.61,,,10.5,-95.23,-193.30,-282.78,-352.33,-408.60
,10.6,-32.55,-64.33,-98.70,-134.33,-172.07,,,10.6,29.17,64.55,104.84,146.94,186.66,,,10.6,-95.16,-192.95,-282.92,-352.70,-409.09
,10.7,-32.38,-63.83,-98.38,-133.59,-171.97,,,10.7,28.81,64.72,105.35,146.88,186.63,,,10.7,-95.50,-193.66,-284.04,-354.36,-410.61
,10.8,-32.43,-63.81,-98.45,-134.26,-172.18,,,10.8,28.53,65.16,105.15,146.30,186.37,,,10.8,-94.41,-193.88,-284.41,-354.89,-410.59
,10.9,-32.38,-63.80,-98.56,-134.38,-172.54,,,10.9,28.70,65.32,105.22,146.27,186.78,,,10.9,-94.51,-194.21,-284.96,-355.34,-411.76
,11,-31.73,-63.38,-98.21,-134.42,-172.55,,,11,28.69,65.78,105.43,145.78,186.90,,,11,-95.14,-195.38,-286.34,-356.34,-412.87
,11.1,-32.04,-63.62,-98.55,-134.97,-173.20,,,11.1,29.14,65.98,105.82,145.78,186.86,,,11.1,-94.48,-195.11,-286.90,-356.58,-413.19
,11.2,-31.99,-63.27,-98.84,-136.00,-173.85,,,11.2,29.44,65.47,105.54,145.58,185.98,,,11.2,-94.71,-195.10,-287.03,-356.87,-413.94
,11.3,-31.53,-62.77,-98.82,-136.07,-173.53,,,11.3,29.66,65.62,105.32,145.37,186.03,,,11.3,-95.50,-195.29,-287.72,-357.05,-414.67
,11.4,-31.60,-62.66,-98.97,-136.48,-173.71,,,11.4,29.69,65.45,105.17,144.84,185.56,,,11.4,-95.70,-195.05,-288.15,-357.04,-414.76
,11.5,-32.04,-63.24,-99.15,-137.29,-174.26,,,11.5,30.11,65.76,104.98,144.69,185.52,,,11.5,-96.10,-195.18,-288.16,-357.17,-414.91
,11.6,-32.42,-63.37,-99.33,-137.95,-175.12,,,11.6,30.32,65.77,104.73,144.63,184.60,,,11.6,-96.30,-194.83,-287.73,-356.64,-414.51
,11.7,-32.78,-64.22,-99.89,-138.00,-175.52,,,11.7,30.52,65.64,104.28,144.58,184.18,,,11.7,-96.37,-195.39,-287.89,-357.21,-414.06
,11.8,-32.78,-64.98,-100.00,-138.34,-176.25,,,11.8,30.44,65.28,103.77,144.56,183.05,,,11.8,-96.61,-195.44,-287.26,-356.99,-413.23
,11.9,-33.14,-65.56,-100.12,-138.71,-176.59,,,11.9,31.14,65.99,103.77,144.58,183.23,,,11.9,-96.48,-194.63,-286.26,-355.92,-412.17
,12,-33.02,-65.91,-99.85,-138.58,-176.21,,,12,31.10,66.22,103.62,144.71,183.10,,,12,-96.37,-194.45,-285.85,-354.87,-411.50
,12.1,-32.42,-65.70,-99.42,-138.36,-175.77,,,12.1,31.13,65.89,103.34,144.58,182.69,,,12.1,-95.82,-193.93,-284.99,-354.23,-410.66
,12.2,-32.37,-65.69,-100.03,-138.39,-175.93,,,12.2,30.84,65.68,103.35,144.67,182.65,,,12.2,-95.42,-193.82,-283.89,-353.15,-410.06
,12.3,-32.14,-65.67,-99.95,-137.97,-175.40,,,12.3,30.53,65.21,103.42,144.85,182.55,,,12.3,-95.20,-193.69,-283.27,-352.55,-408.93
,12.4,-32.48,-65.64,-100.36,-137.50,-174.78,,,12.4,30.18,65.38,103.69,145.32,182.90,,,12.4,-95.41,-193.73,-283.21,-352.69,-408.95
,12.5,-32.01,-65.53,-99.65,-136.65,-173.88,,,12.5,30.28,65.60,104.09,145.69,183.45,,,12.5,-95.60,-193.89,-283.40,-352.64,-409.04
,12.6,-32.18,-65.10,-99.45,-136.29,-173.31,,,12.6,30.37,65.11,104.56,145.95,183.93,,,12.6,-95.70,-193.66,-283.08,-352.23,-408.94
,12.7,-32.26,-65.04,-99.67,-136.02,-173.34,,,12.7,30.11,64.85,104.39,146.06,184.23,,,12.7,-95.80,-193.42,-282.99,-352.54,-409.22
,12.8,-32.71,-64.84,-99.77,-136.05,-173.25,,,12.8,30.25,64.90,104.97,145.93,184.89,,,12.8,-95.88,-193.85,-283.13,-352.66,-410.01
,12.9,-32.53,-64.21,-99.55,-135.53,-172.99,,,12.9,30.20,65.00,105.63,146.02,185.36,,,12.9,-95.59,-193.94,-283.63,-353.44,-410.67
,13,-32.88,-64.91,-99.88,-135.89,-173.22,,,13,30.24,65.12,106.08,145.91,186.38,,,13,-95.31,-193.53,-283.92,-354.10,-410.67
