r_A,Phi_water_to_ion_kcal_mol_per_e,n_frames,coord_scale,ion_index,n_atoms,n_water_atoms,n_water_oxygens
0.000000,0.000000000000,100000,1.0,0,3355,3354,1118
0.100000,0.000000000000,100000,1.0,0,3355,3354,1118
0.200000,0.000000000000,100000,1.0,0,3355,3354,1118
0.300000,0.000000000000,100000,1.0,0,3355,3354,1118
0.400000,0.000000000000,100000,1.0,0,3355,3354,1118
0.500000,0.000000000000,100000,1.0,0,3355,3354,1118
0.600000,0.000000000000,100000,1.0,0,3355,3354,1118
0.700000,0.000000000000,100000,1.0,0,3355,3354,1118
0.800000,0.000000000000,100000,1.0,0,3355,3354,1118
0.900000,0.000000000000,100000,1.0,0,3355,3354,1118
1.000000,0.000000000000,100000,1.0,0,3355,3354,1118
1.100000,0.000000000000,100000,1.0,0,3355,3354,1118
1.200000,0.000000000000,100000,1.0,0,3355,3354,1118
1.300000,0.000000000000,100000,1.0,0,3355,3354,1118
1.400000,0.000000000000,100000,1.0,0,3355,3354,1118
1.500000,0.000000000000,100000,1.0,0,3355,3354,1118
1.600000,0.000000000000,100000,1.0,0,3355,3354,1118
1.700000,0.000000000000,100000,1.0,0,3355,3354,1118
1.800000,0.000000000000,100000,1.0,0,3355,3354,1118
1.900000,-4.722012141145,100000,1.0,0,3355,3354,1118
2.000000,-161.098032447437,100000,1.0,0,3355,3354,1118
2.100000,-519.597563854302,100000,1.0,0,3355,3354,1118
2.200000,-720.531396423288,100000,1.0,0,3355,3354,1118
2.300000,-778.945434016756,100000,1.0,0,3355,3354,1118
2.400000,-787.299715330159,100000,1.0,0,3355,3354,1118
2.500000,-762.590798651933,100000,1.0,0,3355,3354,1118
2.600000,-682.803998554100,100000,1.0,0,3355,3354,1118
2.700000,-537.134141204716,100000,1.0,0,3355,3354,1118
2.800000,-372.743662190841,100000,1.0,0,3355,3354,1118
2.900000,-258.600649029884,100000,1.0,0,3355,3354,1118
3.000000,-207.681004014914,100000,1.0,0,3355,3354,1118
3.100000,-189.788342806065,100000,1.0,0,3355,3354,1118
3.200000,-181.937398434070,100000,1.0,0,3355,3354,1118
3.300000,-176.027988589258,100000,1.0,0,3355,3354,1118
3.400000,-170.328948650027,100000,1.0,0,3355,3354,1118
3.500000,-164.609522335156,100000,1.0,0,3355,3354,1118
3.600000,-159.384081512880,100000,1.0,0,3355,3354,1118
3.700000,-156.678169953786,100000,1.0,0,3355,3354,1118
3.800000,-159.953460557118,100000,1.0,0,3355,3354,1118
3.900000,-172.742717084980,100000,1.0,0,3355,3354,1118
4.000000,-197.676675013679,100000,1.0,0,3355,3354,1118
4.100000,-234.131050063191,100000,1.0,0,3355,3354,1118
4.200000,-278.594486462643,100000,1.0,0,3355,3354,1118
4.300000,-327.116810257648,100000,1.0,0,3355,3354,1118
4.400000,-373.195041204113,100000,1.0,0,3355,3354,1118
4.500000,-412.209263415939,100000,1.0,0,3355,3354,1118
4.600000,-439.471215744074,100000,1.0,0,3355,3354,1118
4.700000,-451.848021515212,100000,1.0,0,3355,3354,1118
4.800000,-448.439046195296,100000,1.0,0,3355,3354,1118
4.900000,-430.809007465809,100000,1.0,0,3355,3354,1118
5.000000,-404.730600141904,100000,1.0,0,3355,3354,1118
5.100000,-373.822246419658,100000,1.0,0,3355,3354,1118
5.200000,-343.140431427564,100000,1.0,0,3355,3354,1118
5.300000,-316.609075319038,100000,1.0,0,3355,3354,1118
5.400000,-295.144830784168,100000,1.0,0,3355,3354,1118
5.500000,-279.804997847535,100000,1.0,0,3355,3354,1118
5.600000,-269.764469199138,100000,1.0,0,3355,3354,1118
5.700000,-264.949975058512,100000,1.0,0,3355,3354,1118
5.800000,-263.435051210488,100000,1.0,0,3355,3354,1118
5.900000,-264.959948726371,100000,1.0,0,3355,3354,1118
6.000000,-268.373701422401,100000,1.0,0,3355,3354,1118
6.100000,-273.947044033316,100000,1.0,0,3355,3354,1118
6.200000,-280.432912754746,100000,1.0,0,3355,3354,1118
6.300000,-287.585161104584,100000,1.0,0,3355,3354,1118
6.400000,-295.423051708399,100000,1.0,0,3355,3354,1118
6.500000,-303.423551949763,100000,1.0,0,3355,3354,1118
6.600000,-311.303764853287,100000,1.0,0,3355,3354,1118
6.700000,-318.321803915766,100000,1.0,0,3355,3354,1118
6.800000,-324.229547684753,100000,1.0,0,3355,3354,1118
6.900000,-329.081990775817,100000,1.0,0,3355,3354,1118
7.000000,-332.029646212577,100000,1.0,0,3355,3354,1118
7.100000,-332.818269344829,100000,1.0,0,3355,3354,1118
7.200000,-331.835759817135,100000,1.0,0,3355,3354,1118
7.300000,-329.091668364697,100000,1.0,0,3355,3354,1118
7.400000,-324.745796395679,100000,1.0,0,3355,3354,1118
7.500000,-319.529556418949,100000,1.0,0,3355,3354,1118
7.600000,-314.849829335104,100000,1.0,0,3355,3354,1118
7.700000,-310.730517699091,100000,1.0,0,3355,3354,1118
7.800000,-306.937987911296,100000,1.0,0,3355,3354,1118
7.900000,-304.389194071149,100000,1.0,0,3355,3354,1118
8.000000,-302.732213576091,100000,1.0,0,3355,3354,1118
8.100000,-302.375474384249,100000,1.0,0,3355,3354,1118
8.200000,-302.946208354953,100000,1.0,0,3355,3354,1118
8.300000,-304.316144483651,100000,1.0,0,3355,3354,1118
8.400000,-306.071434442928,100000,1.0,0,3355,3354,1118
8.500000,-308.145253738928,100000,1.0,0,3355,3354,1118
8.600000,-310.476174397915,100000,1.0,0,3355,3354,1118
8.700000,-312.280153954817,100000,1.0,0,3355,3354,1118
8.800000,-314.621503259747,100000,1.0,0,3355,3354,1118
8.900000,-315.962183509079,100000,1.0,0,3355,3354,1118
9.000000,-316.818656447818,100000,1.0,0,3355,3354,1118
9.100000,-317.330876873983,100000,1.0,0,3355,3354,1118
9.200000,-316.987078657079,100000,1.0,0,3355,3354,1118
9.300000,-315.895662119323,100000,1.0,0,3355,3354,1118
9.400000,-315.030194553324,100000,1.0,0,3355,3354,1118
9.500000,-313.902318223539,100000,1.0,0,3355,3354,1118
9.600000,-312.858826549526,100000,1.0,0,3355,3354,1118
9.700000,-311.681096247180,100000,1.0,0,3355,3354,1118
9.800000,-310.966393465957,100000,1.0,0,3355,3354,1118
9.900000,-309.783015645949,100000,1.0,0,3355,3354,1118
10.000000,-309.002341772347,100000,1.0,0,3355,3354,1118
10.100000,-308.129663314412,100000,1.0,0,3355,3354,1118
10.200000,-308.122322022919,100000,1.0,0,3355,3354,1118
10.300000,-307.778627370645,100000,1.0,0,3355,3354,1118
10.400000,-307.710128094952,100000,1.0,0,3355,3354,1118
10.500000,-308.067608027527,100000,1.0,0,3355,3354,1118
