r_A,Phi_water_to_ion_kcal_mol_per_e,n_frames,coord_scale,ion_index,n_atoms,n_water_atoms,n_water_oxygens
0.000000,0.000000000000,100000,1.0,0,3355,3354,1118
0.100000,0.000000000000,100000,1.0,0,3355,3354,1118
0.200000,0.000000000000,100000,1.0,0,3355,3354,1118
0.300000,0.000000000000,100000,1.0,0,3355,3354,1118
0.400000,0.000000000000,100000,1.0,0,3355,3354,1118
0.500000,0.000000000000,100000,1.0,0,3355,3354,1118
0.600000,0.000000000000,100000,1.0,0,3355,3354,1118
0.700000,0.000000000000,100000,1.0,0,3355,3354,1118
0.800000,0.000000000000,100000,1.0,0,3355,3354,1118
0.900000,0.000000000000,100000,1.0,0,3355,3354,1118
1.000000,0.000000000000,100000,1.0,0,3355,3354,1118
1.100000,0.000000000000,100000,1.0,0,3355,3354,1118
1.200000,0.000000000000,100000,1.0,0,3355,3354,1118
1.300000,0.000000000000,100000,1.0,0,3355,3354,1118
1.400000,0.000000000000,100000,1.0,0,3355,3354,1118
1.500000,0.000000000000,100000,1.0,0,3355,3354,1118
1.600000,0.000875936053,100000,1.0,0,3355,3354,1118
1.700000,0.029129581455,100000,1.0,0,3355,3354,1118
1.800000,0.211416871884,100000,1.0,0,3355,3354,1118
1.900000,1.132715688130,100000,1.0,0,3355,3354,1118
2.000000,1.846634291790,100000,1.0,0,3355,3354,1118
2.100000,-19.089693815784,100000,1.0,0,3355,3354,1118
2.200000,-81.383600276309,100000,1.0,0,3355,3354,1118
2.300000,-152.728562963488,100000,1.0,0,3355,3354,1118
2.400000,-202.204037493681,100000,1.0,0,3355,3354,1118
2.500000,-223.409019740867,100000,1.0,0,3355,3354,1118
2.600000,-221.304636338793,100000,1.0,0,3355,3354,1118
2.700000,-202.978256217175,100000,1.0,0,3355,3354,1118
2.800000,-174.323080969863,100000,1.0,0,3355,3354,1118
2.900000,-142.046134184739,100000,1.0,0,3355,3354,1118
3.000000,-109.969490184899,100000,1.0,0,3355,3354,1118
3.100000,-82.061450333945,100000,1.0,0,3355,3354,1118
3.200000,-60.765608210474,100000,1.0,0,3355,3354,1118
3.300000,-46.452376307974,100000,1.0,0,3355,3354,1118
3.400000,-38.224870134906,100000,1.0,0,3355,3354,1118
3.500000,-35.501407176133,100000,1.0,0,3355,3354,1118
3.600000,-36.254372090167,100000,1.0,0,3355,3354,1118
3.700000,-40.140007377117,100000,1.0,0,3355,3354,1118
3.800000,-45.625311345669,100000,1.0,0,3355,3354,1118
3.900000,-53.080788793734,100000,1.0,0,3355,3354,1118
4.000000,-61.208879973543,100000,1.0,0,3355,3354,1118
4.100000,-69.674352655411,100000,1.0,0,3355,3354,1118
4.200000,-78.104262223037,100000,1.0,0,3355,3354,1118
4.300000,-85.468894245851,100000,1.0,0,3355,3354,1118
4.400000,-91.994360562610,100000,1.0,0,3355,3354,1118
4.500000,-97.309087895125,100000,1.0,0,3355,3354,1118
4.600000,-101.474686503894,100000,1.0,0,3355,3354,1118
4.700000,-103.839430051687,100000,1.0,0,3355,3354,1118
4.800000,-105.091532902505,100000,1.0,0,3355,3354,1118
4.900000,-105.133922944264,100000,1.0,0,3355,3354,1118
5.000000,-103.718256761241,100000,1.0,0,3355,3354,1118
5.100000,-100.901990321368,100000,1.0,0,3355,3354,1118
5.200000,-96.498431099807,100000,1.0,0,3355,3354,1118
5.300000,-91.476772714994,100000,1.0,0,3355,3354,1118
5.400000,-86.369512121513,100000,1.0,0,3355,3354,1118
5.500000,-81.554888218362,100000,1.0,0,3355,3354,1118
5.600000,-77.817991441709,100000,1.0,0,3355,3354,1118
5.700000,-74.801098851971,100000,1.0,0,3355,3354,1118
5.800000,-73.289759024703,100000,1.0,0,3355,3354,1118
5.900000,-72.842755928904,100000,1.0,0,3355,3354,1118
6.000000,-73.506027814288,100000,1.0,0,3355,3354,1118
6.100000,-75.302095856943,100000,1.0,0,3355,3354,1118
6.200000,-77.002381537113,100000,1.0,0,3355,3354,1118
6.300000,-79.461312307622,100000,1.0,0,3355,3354,1118
6.400000,-82.127676864876,100000,1.0,0,3355,3354,1118
6.500000,-84.558460157898,100000,1.0,0,3355,3354,1118
6.600000,-86.439869011253,100000,1.0,0,3355,3354,1118
6.700000,-88.040963553978,100000,1.0,0,3355,3354,1118
6.800000,-89.203712165977,100000,1.0,0,3355,3354,1118
6.900000,-89.785984022031,100000,1.0,0,3355,3354,1118
7.000000,-90.327420919909,100000,1.0,0,3355,3354,1118
7.100000,-90.208999211476,100000,1.0,0,3355,3354,1118
7.200000,-89.735608072144,100000,1.0,0,3355,3354,1118
7.300000,-88.818245514691,100000,1.0,0,3355,3354,1118
7.400000,-87.470794751111,100000,1.0,0,3355,3354,1118
7.500000,-86.150166651593,100000,1.0,0,3355,3354,1118
7.600000,-84.814016242272,100000,1.0,0,3355,3354,1118
7.700000,-83.719705145167,100000,1.0,0,3355,3354,1118
7.800000,-82.765445203199,100000,1.0,0,3355,3354,1118
7.900000,-82.382367417897,100000,1.0,0,3355,3354,1118
8.000000,-81.996526609298,100000,1.0,0,3355,3354,1118
8.100000,-81.613746939892,100000,1.0,0,3355,3354,1118
8.200000,-81.435788001527,100000,1.0,0,3355,3354,1118
8.300000,-81.460693474254,100000,1.0,0,3355,3354,1118
8.400000,-81.728642083430,100000,1.0,0,3355,3354,1118
8.500000,-82.043892884112,100000,1.0,0,3355,3354,1118
8.600000,-82.849016822916,100000,1.0,0,3355,3354,1118
8.700000,-83.622182475528,100000,1.0,0,3355,3354,1118
8.800000,-84.663703887188,100000,1.0,0,3355,3354,1118
8.900000,-85.537211626874,100000,1.0,0,3355,3354,1118
9.000000,-86.033301779276,100000,1.0,0,3355,3354,1118
9.100000,-86.340190282647,100000,1.0,0,3355,3354,1118
9.200000,-86.624716531349,100000,1.0,0,3355,3354,1118
9.300000,-86.422587592648,100000,1.0,0,3355,3354,1118
9.400000,-86.677148430580,100000,1.0,0,3355,3354,1118
9.500000,-86.362020295126,100000,1.0,0,3355,3354,1118
9.600000,-86.025035653260,100000,1.0,0,3355,3354,1118
9.700000,-85.313696141208,100000,1.0,0,3355,3354,1118
9.800000,-85.161547631699,100000,1.0,0,3355,3354,1118
9.900000,-84.519121846788,100000,1.0,0,3355,3354,1118
10.000000,-84.281016790976,100000,1.0,0,3355,3354,1118
10.100000,-84.490976438682,100000,1.0,0,3355,3354,1118
10.200000,-84.294434468068,100000,1.0,0,3355,3354,1118
10.300000,-84.319029750732,100000,1.0,0,3355,3354,1118
10.400000,-84.166045262468,100000,1.0,0,3355,3354,1118
10.500000,-84.104341990041,100000,1.0,0,3355,3354,1118
