r_A,Phi_water_to_ion_kcal_mol_per_e,n_frames,coord_scale,ion_index,n_atoms,n_water_atoms,n_water_oxygens
0.000000,0.000000000000,100000,1.0,0,3355,3354,1118
0.100000,0.000000000000,100000,1.0,0,3355,3354,1118
0.200000,0.000000000000,100000,1.0,0,3355,3354,1118
0.300000,0.000000000000,100000,1.0,0,3355,3354,1118
0.400000,0.000000000000,100000,1.0,0,3355,3354,1118
0.500000,0.000000000000,100000,1.0,0,3355,3354,1118
0.600000,0.000000000000,100000,1.0,0,3355,3354,1118
0.700000,0.000000000000,100000,1.0,0,3355,3354,1118
0.800000,0.000000000000,100000,1.0,0,3355,3354,1118
0.900000,0.000000000000,100000,1.0,0,3355,3354,1118
1.000000,0.000000000000,100000,1.0,0,3355,3354,1118
1.100000,0.000000000000,100000,1.0,0,3355,3354,1118
1.200000,0.000000000000,100000,1.0,0,3355,3354,1118
1.300000,0.000000000000,100000,1.0,0,3355,3354,1118
1.400000,0.000000000000,100000,1.0,0,3355,3354,1118
1.500000,0.000000000000,100000,1.0,0,3355,3354,1118
1.600000,0.000000000000,100000,1.0,0,3355,3354,1118
1.700000,0.000000000000,100000,1.0,0,3355,3354,1118
1.800000,0.020386468754,100000,1.0,0,3355,3354,1118
1.900000,0.073340857705,100000,1.0,0,3355,3354,1118
2.000000,-13.890607275677,100000,1.0,0,3355,3354,1118
2.100000,-109.715205199177,100000,1.0,0,3355,3354,1118
2.200000,-255.141402535998,100000,1.0,0,3355,3354,1118
2.300000,-353.029557443998,100000,1.0,0,3355,3354,1118
2.400000,-392.525095562906,100000,1.0,0,3355,3354,1118
2.500000,-389.480613353609,100000,1.0,0,3355,3354,1118
2.600000,-356.571430314871,100000,1.0,0,3355,3354,1118
2.700000,-303.228286805474,100000,1.0,0,3355,3354,1118
2.800000,-239.200412573710,100000,1.0,0,3355,3354,1118
2.900000,-175.116610984462,100000,1.0,0,3355,3354,1118
3.000000,-121.292682641390,100000,1.0,0,3355,3354,1118
3.100000,-83.051652829697,100000,1.0,0,3355,3354,1118
3.200000,-59.337836376402,100000,1.0,0,3355,3354,1118
3.300000,-46.169790045870,100000,1.0,0,3355,3354,1118
3.400000,-39.980117863824,100000,1.0,0,3355,3354,1118
3.500000,-39.911676833221,100000,1.0,0,3355,3354,1118
3.600000,-44.931461790929,100000,1.0,0,3355,3354,1118
3.700000,-53.962383557396,100000,1.0,0,3355,3354,1118
3.800000,-66.151423709398,100000,1.0,0,3355,3354,1118
3.900000,-81.167276883153,100000,1.0,0,3355,3354,1118
4.000000,-97.341399299394,100000,1.0,0,3355,3354,1118
4.100000,-114.470909748072,100000,1.0,0,3355,3354,1118
4.200000,-131.570480729391,100000,1.0,0,3355,3354,1118
4.300000,-147.277548602252,100000,1.0,0,3355,3354,1118
4.400000,-161.324422631950,100000,1.0,0,3355,3354,1118
4.500000,-173.674753264959,100000,1.0,0,3355,3354,1118
4.600000,-182.867926254513,100000,1.0,0,3355,3354,1118
4.700000,-189.269508828822,100000,1.0,0,3355,3354,1118
4.800000,-191.122601642611,100000,1.0,0,3355,3354,1118
4.900000,-188.781136603181,100000,1.0,0,3355,3354,1118
5.000000,-182.219789979563,100000,1.0,0,3355,3354,1118
5.100000,-172.140303430945,100000,1.0,0,3355,3354,1118
5.200000,-159.660536265077,100000,1.0,0,3355,3354,1118
5.300000,-147.119383333778,100000,1.0,0,3355,3354,1118
5.400000,-135.382099401063,100000,1.0,0,3355,3354,1118
5.500000,-125.608451231686,100000,1.0,0,3355,3354,1118
5.600000,-118.329068536161,100000,1.0,0,3355,3354,1118
5.700000,-113.079824481295,100000,1.0,0,3355,3354,1118
5.800000,-110.716623424567,100000,1.0,0,3355,3354,1118
5.900000,-110.893564061708,100000,1.0,0,3355,3354,1118
6.000000,-112.078228505864,100000,1.0,0,3355,3354,1118
6.100000,-115.035775739711,100000,1.0,0,3355,3354,1118
6.200000,-119.152371499355,100000,1.0,0,3355,3354,1118
6.300000,-123.539420727669,100000,1.0,0,3355,3354,1118
6.400000,-128.315734077647,100000,1.0,0,3355,3354,1118
6.500000,-132.819237436022,100000,1.0,0,3355,3354,1118
6.600000,-137.034681678916,100000,1.0,0,3355,3354,1118
6.700000,-140.462337031827,100000,1.0,0,3355,3354,1118
6.800000,-143.179112778628,100000,1.0,0,3355,3354,1118
6.900000,-145.237161939620,100000,1.0,0,3355,3354,1118
7.000000,-146.897392885872,100000,1.0,0,3355,3354,1118
7.100000,-146.983350876017,100000,1.0,0,3355,3354,1118
7.200000,-146.336624675566,100000,1.0,0,3355,3354,1118
7.300000,-144.998869853379,100000,1.0,0,3355,3354,1118
7.400000,-143.521850141710,100000,1.0,0,3355,3354,1118
7.500000,-141.601262154362,100000,1.0,0,3355,3354,1118
7.600000,-139.171966023028,100000,1.0,0,3355,3354,1118
7.700000,-136.720205092289,100000,1.0,0,3355,3354,1118
7.800000,-134.898499008771,100000,1.0,0,3355,3354,1118
7.900000,-133.483793285672,100000,1.0,0,3355,3354,1118
8.000000,-133.060122112141,100000,1.0,0,3355,3354,1118
8.100000,-132.470833493710,100000,1.0,0,3355,3354,1118
8.200000,-132.547927966865,100000,1.0,0,3355,3354,1118
8.300000,-132.734934856467,100000,1.0,0,3355,3354,1118
8.400000,-133.436592478505,100000,1.0,0,3355,3354,1118
8.500000,-134.012994838938,100000,1.0,0,3355,3354,1118
8.600000,-134.898641296097,100000,1.0,0,3355,3354,1118
8.700000,-135.774155269672,100000,1.0,0,3355,3354,1118
8.800000,-136.897961733617,100000,1.0,0,3355,3354,1118
8.900000,-137.395293058419,100000,1.0,0,3355,3354,1118
9.000000,-137.800232098686,100000,1.0,0,3355,3354,1118
9.100000,-137.935029679755,100000,1.0,0,3355,3354,1118
9.200000,-137.960730278354,100000,1.0,0,3355,3354,1118
9.300000,-138.302029580855,100000,1.0,0,3355,3354,1118
9.400000,-137.974156996518,100000,1.0,0,3355,3354,1118
9.500000,-137.426187452346,100000,1.0,0,3355,3354,1118
9.600000,-137.340712175264,100000,1.0,0,3355,3354,1118
9.700000,-137.186029831083,100000,1.0,0,3355,3354,1118
9.800000,-136.776500700739,100000,1.0,0,3355,3354,1118
9.900000,-136.676055462104,100000,1.0,0,3355,3354,1118
10.000000,-136.207214040291,100000,1.0,0,3355,3354,1118
10.100000,-136.021285336312,100000,1.0,0,3355,3354,1118
10.200000,-136.008185356057,100000,1.0,0,3355,3354,1118
10.300000,-135.303773620027,100000,1.0,0,3355,3354,1118
10.400000,-135.125025139390,100000,1.0,0,3355,3354,1118
10.500000,-134.895629042879,100000,1.0,0,3355,3354,1118
